"Reference","Gene.Symbol","Annotation","p.val_1_control_EBSS-0_control_UT","log2FC_1_control_EBSS-0_control_UT","0_control_UT","q.val_1_control_EBSS-0_control_UT","sig_1_control_EBSS-0_control_UT","p.val_2_LIR_UT-0_control_UT","log2FC_2_LIR_UT-0_control_UT","1_control_EBSS","q.val_2_LIR_UT-0_control_UT","sig_2_LIR_UT-0_control_UT","2_LIR_UT","p.val_2_LIR_UT-1_control_EBSS","log2FC_2_LIR_UT-1_control_EBSS","q.val_2_LIR_UT-1_control_EBSS","sig_2_LIR_UT-1_control_EBSS","p.val_anova","q.val_anova","anova_sig","p.val_2_LIR_EBSS-0_control_UT","log2FC_2_LIR_EBSS-0_control_UT","2_LIR_EBSS","q.val_2_LIR_EBSS-0_control_UT","sig_2_LIR_EBSS-0_control_UT","p.val_2_LIR_EBSS-1_control_EBSS","log2FC_2_LIR_EBSS-1_control_EBSS","q.val_2_LIR_EBSS-1_control_EBSS","sig_2_LIR_EBSS-1_control_EBSS","p.val_2_LIR_EBSS-2_LIR_UT","log2FC_2_LIR_EBSS-2_LIR_UT","q.val_2_LIR_EBSS-2_LIR_UT","sig_2_LIR_EBSS-2_LIR_UT","cluster","0_control_UT_1","0_control_UT_2","1_control_EBSS_1","1_control_EBSS_2","1_control_EBSS_3","2_LIR_UT_1","2_LIR_UT_2","2_LIR_EBSS_1","2_LIR_EBSS_2","2_LIR_EBSS_3"
"sp|O00148|DX39A_HUMAN","DDX39A","ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2",0.0431915250704407,-0.774633507070803,16.591664450026,0.0686699076921681,"n.s.",0.659253919820413,-0.156600238113047,15.8170309429552,0.813992009680147,"n.s.",16.4350642119129,0.00277459517527429,0.618033268957756,0.0238668826133778,"up",0.0105253785584898,0.0186762682447823,"sig",0.0705853678057881,-0.634831918049709,15.9568325319763,0.100067297859852,"n.s.",0.0786968663839327,0.139801589021094,0.266559158186571,"n.s.",0.00688008770273418,-0.478231679936663,0.0291416696176622,"n.s.",2,16.2918126082579,16.8915162917941,15.8362492776637,15.8747387038136,15.7401048473883,16.3764625703439,16.493665853482,15.8844688600361,16.0366075456463,15.9494211902465
"sp|O00154|BACH_HUMAN","ACOT7","Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3",0.0227458591362757,-0.438663717510924,17.1683161198509,0.0422866199397126,"n.s.",0.122366141721159,0.371335005893634,16.72965240234,0.405882147694,"n.s.",17.5396511257446,0.00952005219571599,0.809998723404558,0.0397316464086514,"up",0.0019263992352967,0.00492435804522719,"sig",0.166595863275364,-0.137215174164592,17.0311009456863,0.2078953717151,"n.s.",0.0264223627479411,0.301448543346332,0.159245273135804,"n.s.",0.0231467683325415,-0.508550180058226,0.0565195716299073,"n.s.",2,17.1152424605674,17.2213897791344,16.6150382930272,16.7106488061448,16.863270107848,17.4064255154572,17.6728767360319,16.9450394808877,17.1174707736491,17.0307925825222
"sp|O00161|SNP23_HUMAN","SNAP23","Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1",0.946596685803451,-0.00539512362831829,17.1348994437378,0.952616215668002,"n.s.",0.744509736444895,0.0373898840866964,17.1295043201095,0.86297914960433,"n.s.",17.1722893278245,0.14281402093114,0.0427850077150147,0.20895854913883,"n.s.",0.296351950199874,0.327146957170711,"n.s.",0.379359442020819,-0.0910883690754609,17.0438110746623,0.429800586666247,"n.s.",0.102593904657939,-0.0856932454471426,0.29972076432212,"n.s.",0.0938541857818161,-0.128478253162157,0.152629669919534,"n.s.",0,17.2325430654958,17.0372558219798,17.1341574045937,17.1459833202148,17.1083722355199,17.1504892495007,17.1940894061483,17.1206197611745,16.9928426084906,17.0179708543218
"sp|O00170|AIP_HUMAN","AIP","AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2",0.0105975383489597,0.640273006078413,17.8219552119207,0.0243906169178158,"up",0.0727418395839375,0.26932410225881,18.4622282179992,0.368438543527312,"n.s.",18.0912793141796,0.0570119742444837,-0.370948903819603,0.109860529875118,"n.s.",0.0072360322208073,0.013669917682726,"sig",0.0198012795664984,0.538474985242647,18.3604301971634,0.0360343641499347,"n.s.",0.459329674786386,-0.101798020835766,0.666190911303659,"n.s.",0.127729702456265,0.269150882983837,0.19277287197274,"n.s.",1,17.7974652717629,17.8464451520786,18.6065773182037,18.3105736919041,18.4695336438896,18.1641746157578,18.0183840126014,18.5227054859334,18.2101758854544,18.3484092201024
"sp|O00203|AP3B1_HUMAN","AP3B1","AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3",0.0394201081500776,0.196418079962498,15.0039558042326,0.0641884722245355,"n.s.",0.112873605294289,0.181541042093746,15.2003738841951,0.39480723772004,"n.s.",15.1854968463263,0.675790966725899,-0.0148770378687519,0.725455394726753,"n.s.",0.0454764051277195,0.0643471458972506,"n.s.",0.071611412837363,0.217358404709367,15.2213142089419,0.101083927007701,"n.s.",0.718331658152968,0.0209403247468689,0.848005001782869,"n.s.",0.619282307359942,0.0358173626156209,0.690356433100327,"n.s.",0,14.9397210777428,15.0681905307223,15.2412901884691,15.1966567161761,15.1631747479399,15.2037717916457,15.1672219010069,15.1477704656021,15.2016740814111,15.3144980798126
"sp|O00231-2|PSD11_HUMAN","PSMD11","Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11",0.0026598541056389,0.666364067543732,16.9220356006961,0.0114815865879294,"up",0.105932147091417,0.279715541509269,17.5883996682398,0.387079057885561,"n.s.",17.2017511422054,0.00212126742713836,-0.386648526034463,0.0223896355535377,"n.s.",7.42777108835187e-05,0.000514908199175579,"sig",0.00292984545739978,0.650809367435322,17.5728449681314,0.0107442925967243,"up",0.608245964860084,-0.0155547001084102,0.776807492982902,"n.s.",0.00262900023173136,0.371093825926053,0.019232805543486,"n.s.",1,16.8313617168305,17.0127094845616,17.5576196785779,17.5843841586568,17.6231951674848,17.1617803997192,17.2417218846916,17.608852071755,17.5376968173431,17.5719860152962
"sp|O00232|PSD12_HUMAN","PSMD12","26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3",0.78584134122567,0.0317748643024895,13.6208591256233,0.811127087851859,"n.s.",0.334956139636124,-0.209377436979221,13.6526339899258,0.59878865983354,"n.s.",13.4114816886441,0.215672641481222,-0.24115230128171,0.284778403118063,"n.s.",0.12748474313578,0.154836703615542,"n.s.",0.10595928098455,0.124428919234614,13.7452880448579,0.140591552060604,"n.s.",0.324512994549386,0.0926540549321242,0.54845378004421,"n.s.",0.0736908532891473,0.333806356213834,0.128390027668844,"n.s.",0,13.673170696212,13.5685475550346,13.6115754302242,13.8020104898072,13.5443160497459,13.2536723003374,13.5692910769507,13.7811974408242,13.7674681226154,13.6871985711342
"sp|O00264|PGRC1_HUMAN","PGRMC1","Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3",0.000302334507030734,-1.04784710873888,18.3412509359785,0.00537629623372044,"down",0.0157737043534252,-0.27993508187231,17.2934038272396,0.309279221362665,"n.s.",18.0613158541062,0.000831746842528516,0.767912026866568,0.0150989161475557,"up",6.1281715420024e-05,0.000452130645938448,"sig",0.00319902385008471,-1.08707976445267,17.2541711715259,0.0112550602553518,"down",0.725228223515334,-0.0392326557137928,0.852708645375852,"n.s.",0.00765583344397772,-0.807144682580361,0.03078571961946,"down",2,18.3629685135765,18.3195333583805,17.2891274048878,17.3648459899497,17.2262380868814,18.0894992852932,18.0331324229192,17.4423904353673,17.1929074076485,17.1272156715617
"sp|O00273|DFFA_HUMAN","DFFA","DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1",0.00256420277407192,0.650090974780904,15.0777271190557,0.0113073739579021,"up",0.0299650239445175,0.398736293417269,15.7278180938366,0.309279221362665,"n.s.",15.4764634124729,0.0559400309484464,-0.251354681363635,0.108820321797453,"n.s.",4.28374493292888e-05,0.000352324456498309,"sig",3.52011254181261e-05,0.849430630730597,15.9271577497863,0.00229673030256189,"up",0.0187294211310392,0.199339655949693,0.133804947468909,"n.s.",0.00288578291791682,0.450694337313328,0.0195897960734934,"n.s.",1,15.1033066712443,15.0521475668671,15.8294400109187,15.692521810809,15.6614924597821,15.5422879493855,15.4106388755603,15.9421061473512,15.9213273334698,15.9180397685377
"sp|O00299|CLIC1_HUMAN","CLIC1","Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4",0.0267763329430657,0.382819985117138,15.852136268195,0.0479803731597541,"n.s.",0.276212068637307,0.103502400871243,16.2349562533122,0.549067976051804,"n.s.",15.9556386690663,0.0380485733867473,-0.279317584245895,0.0833299411790075,"n.s.",0.00690342988611974,0.0132093699341426,"sig",0.0212173251269329,0.449369395856678,16.3015056640517,0.0381445537446837,"n.s.",0.503862138167445,0.0665494107395403,0.704056858149335,"n.s.",0.0284631041061229,0.345866994985435,0.0655854060811508,"n.s.",1,15.9216551577767,15.7826173786134,16.3471216236735,16.2196453065452,16.1381018297179,15.9615879607415,15.9496893773911,16.4082826276276,16.3190964315493,16.1771379329782
"sp|O00303|EIF3F_HUMAN","EIF3F","Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1",0.536728000559194,-0.094934195140695,14.5039879667944,0.580361539269558,"n.s.",0.777268313233661,-0.0937799600818554,14.4090537716537,0.883063166979354,"n.s.",14.4102080067126,0.995096154751987,0.0011542350588396,0.9963141427015,"n.s.",0.582855530820815,0.602369961100982,"n.s.",0.215278421619127,-0.223467896014967,14.2805200707795,0.261272624457634,"n.s.",0.0484424971305183,-0.128533700874272,0.208128653113599,"n.s.",0.518879112684662,-0.129687935933111,0.593626733113362,"n.s.",0,14.3252644637561,14.6827114698327,14.4462068999756,14.4139539349997,14.3670004799859,14.1815164669444,14.6388995464807,14.3357365619653,14.2037671304983,14.3020565198747
"sp|O00410-3|IPO5_HUMAN","IPO5","Isoform 3 of Importin-5 OS=Homo sapiens OX=9606 GN=IPO5",0.0874684004867564,0.278288116959576,16.5388463146096,0.12187955024471,"n.s.",0.58111970942436,0.0686995243284052,16.8171344315692,0.760569475694602,"n.s.",16.607545838938,0.165229036013274,-0.209588592631171,0.23502792272113,"n.s.",0.0796190454699675,0.103895653267628,"n.s.",0.0659439721585356,0.31365084407755,16.8524971586872,0.0947184709845164,"n.s.",0.758625888310966,0.0353627271179739,0.875872938092265,"n.s.",0.121362198582648,0.244951319749145,0.185732981179806,"n.s.",0,16.4694204978508,16.6082721313685,16.9579312545996,16.7973446198762,16.6961274202318,16.6867258842475,16.5283657936286,16.9639034084127,16.7078479187649,16.885740148884
"sp|O00425|IF2B3_HUMAN","IGF2BP3","Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2",0.667145465017394,0.0485815001462342,17.908638493454,0.703253853587924,"n.s.",0.585001483119507,-0.0469777207453674,17.9572199936002,0.763092018334022,"n.s.",17.8616607727086,0.405321870383936,-0.0955592208916016,0.478431875864444,"n.s.",0.0282179533777996,0.0430238319907551,"sig",0.0114731087989261,0.247655413290769,18.1562939067448,0.0246002699803972,"n.s.",0.0521202522269573,0.199073913144534,0.21660839111638,"n.s.",0.00389854562172181,0.294633134036136,0.0218943553431761,"n.s.",1,17.8516008558829,17.9656761310251,18.0403468626012,18.0175538763361,17.8137592418634,17.8163800439189,17.9069415014984,18.1420860742912,18.1505309969248,18.1762646490183
"sp|O00429-6|DNM1L_HUMAN","DNM1L","Isoform 6 of Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L",0.0461822803368724,0.379223873961077,14.5934079581417,0.0725088393772776,"n.s.",0.843757788918458,0.032767224607138,14.9726318321028,0.917438150428863,"n.s.",14.6261751827489,0.00548309824134789,-0.346456649353939,0.0304079617723564,"n.s.",0.00243965056550592,0.00587022676679034,"sig",0.0203287080087982,0.576798075638767,15.1702060337805,0.0367611313483645,"n.s.",0.0358014526998958,0.197574201677689,0.184767118665708,"n.s.",0.00499812987366923,0.544030851031629,0.0250796837350363,"n.s.",1,14.7370502183107,14.4497656979728,15.0239044890852,14.9101971769511,14.983793830272,14.5975144101092,14.6548359553885,15.2782787516914,15.1186830606174,15.1136562890327
"sp|O00469-2|PLOD2_HUMAN","PLOD2","Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2",0.505212125471547,0.079218286441229,18.3282356469456,0.551385615257806,"n.s.",0.470323500713677,-0.12422176371955,18.4074539333868,0.687388682267572,"n.s.",18.204013883226,0.049284303496462,-0.203440050160779,0.0994193841186336,"n.s.",0.233923472051262,0.262662182756256,"n.s.",0.801585551724664,-0.0289176714423647,18.2993179755032,0.827377894398455,"n.s.",0.0961989032632577,-0.108135957883594,0.29265257153148,"n.s.",0.234690282478209,0.0953040922771855,0.31317561348642,"n.s.",0,18.4554014684909,18.2010698254002,18.3390643110669,18.4537970264014,18.4295004626921,18.2641308113063,18.1438969551458,18.2971255050483,18.3621848844043,18.238643537057
"sp|O00505|IMA4_HUMAN","KPNA3","Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2",0.0179336173904132,0.347377470173214,16.2895527921188,0.0357374803779503,"n.s.",0.382512858653525,-0.145868736942496,16.636930262292,0.638562282405273,"n.s.",16.1436840551763,0.0274766466332303,-0.49324620711571,0.0705679652935082,"n.s.",0.0172116869580477,0.0280018665704622,"sig",0.476397069337385,0.0740667770395014,16.3636195691583,0.525901218242889,"n.s.",0.0394630391785393,-0.273310693133713,0.19214741695265,"n.s.",0.198865356827362,0.219935513981998,0.275248497266975,"n.s.",1,16.2916765598809,16.2874290243568,16.5299439424814,16.6568189309977,16.724027913397,16.2750570205656,16.012311089787,16.5022413752851,16.2703979567968,16.3182193753931
"sp|O00559-2|RCAS1_HUMAN","EBAG9","Isoform 2 of Receptor-binding cancer antigen expressed on SiSo cells OS=Homo sapiens OX=9606 GN=EBAG9",0.0465522173802516,-0.479712008633136,15.7296415584266,0.0729496433276739,"n.s.",0.153555363317107,-0.402018439926096,15.2499295497934,0.416985699869074,"n.s.",15.3276231185005,0.425859772763282,0.0776935687070406,0.498359505179348,"n.s.",0.00151605451576735,0.00410036225294441,"sig",0.00850742593936284,-0.947576723313093,14.7820648351135,0.0204094640513641,"down",0.00596707976485942,-0.467864714679957,0.0856328289062281,"n.s.",0.010728020641433,-0.545558283386997,0.0362624829945958,"n.s.",2,15.8994969899434,15.5597861269097,15.2720245359046,15.1420827333588,15.3356813801169,15.3835536430412,15.2716925939597,14.8899821853866,14.6599241754857,14.7962881444681
"sp|O00567|NOP56_HUMAN","NOP56","Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4",0.000727941706380123,-0.953325390943595,14.1690676407963,0.00680850568909682,"down",0.588344549228774,-0.170219213360124,13.2157422498527,0.765737217611992,"n.s.",13.9988484274362,0.0330543710367681,0.783106177583472,0.0773388480273064,"n.s.",0.00215337243841819,0.00536509394325152,"sig",0.00559936923305422,-1.07404384016693,13.0950238006294,0.0152168904738816,"down",0.393153974719277,-0.120718449223334,0.605649625838736,"n.s.",0.0357190706548625,-0.903824626806806,0.0768501457476328,"n.s.",2,14.1852669398901,14.1528683417025,13.2477403061763,13.2826501606718,13.11683628271,13.7328764355591,14.2648204193133,12.8704580505902,13.2558829136024,13.1587304376955
"sp|O00571|DDX3X_HUMAN","DDX3X","ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3",0.00970631838163382,0.541972677140912,20.0307395472139,0.0232496879536646,"n.s.",0.557354703574915,0.118024160958406,20.5727122243548,0.744066209200809,"n.s.",20.1487637081723,0.0287234239617492,-0.423948516182506,0.0721835969299872,"n.s.",0.00413908362620647,0.0089689282284421,"sig",0.0147731774071176,0.521387071282962,20.5521266184969,0.0294383900585194,"n.s.",0.751284629335383,-0.0205856058579492,0.868623076743949,"n.s.",0.0405864851425985,0.403362910324557,0.0825864299667801,"n.s.",1,20.1383041897234,19.9231749047045,20.6416105665277,20.5318130113552,20.5447130951816,20.2791928693062,20.0183345470384,20.5831552824822,20.4547369169166,20.6184876560919
"sp|O00592|PODXL_HUMAN","PODXL","Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2",0.544519466037284,0.0639775717287492,14.6862782772031,0.588009139562374,"n.s.",0.286689244559341,-0.104066726373075,14.7502558489318,0.55774495949717,"n.s.",14.58221155083,0.204916530193814,-0.168044298101824,0.274115652818545,"n.s.",0.0373504664262012,0.0547539095638576,"n.s.",0.00461735063004804,0.191926750969477,14.8782050281725,0.0137846453116033,"n.s.",0.148799526737009,0.127949179240728,0.361717720270055,"n.s.",0.0104523171545073,0.295993477342552,0.0357740394660543,"n.s.",0,14.6581183331407,14.7144382212655,14.6527587437828,14.8881503640252,14.7098584389875,14.648802797432,14.515620304228,14.8593199892241,14.8793475185626,14.8959475767308
"sp|O00622|CCN1_HUMAN","CCN1","CCN family member 1 OS=Homo sapiens OX=9606 GN=CCN1 PE=1 SV=1",0.0914392398311155,-0.500661984110289,16.0669406042885,0.125079093949586,"n.s.",0.0974526070119989,0.156533404770578,15.5662786201782,0.37881001590115,"n.s.",16.223474009059,0.0504060446214523,0.657195388880867,0.10065168303934,"n.s.",0.0238093619553845,0.0371680497700468,"sig",0.0803378053852791,-0.213566918433427,15.853373685855,0.111007305414119,"n.s.",0.166380177944098,0.287095065676862,0.382300521231102,"n.s.",0.0256782375288293,-0.370100323204005,0.0605320835654252,"n.s.",2,16.0510590921645,16.0828221164124,15.2865046298528,15.8327734701133,15.5795577605685,16.2738356268708,16.1731123912473,15.7961123701984,15.9791043715634,15.7849043158033
